AlgaeBloomReportID,RegionalBoardID,CountyID,Latitude,Longitude,ObservationDate,HasPostedSigns,HasContactWithWater,WaterBodyType,WaterBodyName,WaterBodyManager,RecLandManager,IsIncidentResoloved,IncidentInformation,TypeofSign,OfficialWaterBodyName,BloomLastVerifiedOn,BloomDeterminedBy,ApprovedforPost,TypeofSign_new,days_ago_label
1510,8,33,33.846,-117.11958,2017-03-03,Yes,Yes,"wetlands, ponds",San Jacinto Wildlife Area,TBD,"San Jacinto Wildlife Area, CA Dept. of Fish and Wildlife",No,"UPDATE 3/17/17: Regional Board staff accompanied CA DFW staff on a tour of Marvin Rd and Davis Rd.  Less water present than on 3/13. Caution signage in evidence, but will be increased.  According to CA DFW, any application of water throughout rest of Spring and into Summer will be by sprinkler, with no ponding expected.  CA DFW will be notifying Duck Club lessees and will be routinely posting in the future.UPDATE 3/15/17: Caution signs have been posted at access points to park.UPDATE 3/13/17, Regional Board staff hiked areas in dog training area and along Davis Road between Marvin Rd and S. Contour Road. Minor standing water areas (particularly adjacent to and in the diversion channel)examined and photographed, no clear evidence of cyanoHABs.  No water remaining at the NE corner of Davis and S. Contour.  Notice observed at the permit hut in the Dog Training parking area and at the corner of Davis and Marvin, noting that the area was closed to dog training from March 1 through June 1.  On 3/11/17, HAB Hotline received report of potential harmful algal bloom in wetlands north of Lakeview. Area includes dog park and after visiting the park a dog became ill on 3/3/17. Observed floating greenish algal material in the water, along the banks of the ponds/wetlands. Staff are coordinating with the land manager to post recommended caution signs. Regional Water Board is investigating the area and due to warm temp the water levels are decreasing.",caution-with no swimming/fishing,"Unnamed wetland/ponds, near Marvin Rd/Davis Rd,Lakeview",2017-03-03,Observation by public,TRUE,Historical,>90 days
1511,5,39,37.7740277,-121.29055,2017-02-17,No,No,Lake,Oakwood Lake,"Oakwood Lake Water District, Oakwood Shores HOA-VierraMoore Co.",Oakwood Shores HOA-VierraMoore,Yes,"Update 03/24/17: On 3/20/17 Regional Water Quality Control Board staff visited the lake and observed remnants of the bloom with minimal surface scum present near the boat launch area and a cove behind residences on Aplicella Court. Microscopic evaluation of water samples at these locations found at least 6 different genera, all potential toxin producers. Staff used Abraxis test kits to screen for microcystin and anatoxin-a.  All screen tests were negative. The San Joaquin County Environmental Health Dept visited the site on 03/16/17 and provided HOA with advisory sign for the boat launch area and factsheets to be distributed to residents. HOA manager indicated they would work with a lake water quality specialist to spot treat the lake. Water Board staff recommended the HOA work with lake water quality specialist to identify mitigation options to reduce and prevent future blooms, and provided the HOA with information on lab resources in case they want to conduct additional water sample testing.On 3/13/17 Regional Water Quality Control Board staff received a report of an algal bloom in local lake. The lake is managed by Oakwood Shores HOA. The only recreational activities permitted are (non-motorized) boating and fishing (catch and release only). Local agencies have been notified including Division of Drinking Water, San Joaquin Co. Environmental Health Dept, Oakwood Lake Water District, and Oakwood Shores HOA. Water Board staff have contacted the land/water managers to discuss recommended next steps.",advisory sign provided by s.j. county environmental health,Oakwood Lake,2017-03-20,Observation and Analytical Test,TRUE,Historical,>90 days
1512,2,1,37.573328,-122.00181,2017-03-09,Yes,Yes,Lake,Quarry Lakes,East Bay Regional Park District,East Bay Regional Park District,Yes,"UPDATE 12/26/2017: Cyanobacteria are visible in several locations including boat launch; Anatoxin-a not detected this week at boat launch; last week Anatoxin-a 0.2 ppb but Microcystin not detected. Caution advisory level remains in place.Swim beach reopened on Aug. 12. Between March and August 11, Lake had remained closed to body contact due to toxin producing cyanobacteria bloom observed at multiple locations in lake. Bloom was closely monitored and low, allowing reopening Aug 12.On 3/9/17, State Water Board received report from East Bay Reg. Parks that lake is closed due to toxin producing cyanobacteria bloom. Lake was posted on 2/8/17 and remains closed.",caution,Quarry Lakes,2017-12-26,"Observation, Analytical Test",TRUE,Historical,>90 days
1513,7,59,33.51834,-115.93748,2017-02-15,Yes,Yes,Lake,"Salton Sea, lagoon shore",NA,Dept. of Parks and Recreation-Colorado Desert District,No,"UPDATE: Regional Water Board staff collected samples on 7/17/2017. Low concentrations of toxin, anatoxin-a were detected. CAUTION signs are posted. UPDATE: 3/03/17 CAUTION SIGNS are posted at recreational access points on the north-east shore.On 2/15/17: Regional Water Board sampled locations along the north-east shoreline between North Shore Yacht Club and Salton Sea Recreation Area/Varner Harbor. Samples at Lagoon site confirmed presence of cyanobacteria and low concentrations of the toxin, Anatoxin-a. Imperial and Riverside Co. public health and State Parks notified. Recommend caution signs.",caution,"Salton Sea, NE lagoon",2017-07-17,Analytical Test,TRUE,Historical,>90 days
1514,7,59,33.503357,-115.91457,2017-02-15,Yes,Yes,Lake,"Salton Sea, Varner Harbor",NA,Dept. of Parks and Recreation-Colorado Desert District,No,"UPDATE 9/29/2017: Lab results for samples collected on 9/17/2017 indicate low levels of microcystin (.25 ug/L) and non-detects for anatoxin-a. This sample had a composition similar to the Bombay Bay Beach sample; Pseudanabaena and Oscillatoria were both highly abundant and there was a moderate amount of Planktothrix also present.UPDATE: Regional Water Board staff sampled on 7/17/2017. Low concentrations of toxin, anatoxin-a detected. CAUTION signs remain in place. UPDATE: 3/03/17 CAUTION SIGNS are posted at recreational access points on the north-east shore.On 2/15/17: Regional Water Board sampled locations along the north-east shoreline between North Shore Yacht Club and Salton Sea Recreation Area/Varner Harbor. Samples at Varner Harbor confirmed presence of cyanobacteria and low concentrations of the toxin, Anatoxin-a. Imperial and Riverside Co. public health and State Parks notified. Recommend caution signs.",caution,"Salton Sea, Varner Harbor",2017-07-17,Analytical Test,TRUE,Historical,>90 days
1515,7,59,33.503634,-115.91696,2017-02-15,Yes,Yes,Lake,"Salton Sea, North Shore",NA,Dept. of Parks and Recreation-Colorado Desert District,No,"UPDATE: Regional Water Board staff collected samples on 7/17/2017. Low concentrations of toxin, anatoxin-a were detected. CAUTION signs are posted.UPDATE: 3/03/17 CAUTION SIGNS are posted at recreational access points on the north-east shore.On 2/15/17: Regional Water Board sampled locations along the north-east shoreline between North Shore Yacht Club and Salton Sea Recreation Area/Varner Harbor. Samples at NS Beach confirmed presence of cyanobacteria and low concentrations of the toxin, Anatoxin-a. Imperial and Riverside Co. public health and State Parks notified. Recommend caution signs.",caution,"Salton Sea, North Shore Beach",2017-07-17,Analytical Test,TRUE,Historical,>90 days
1518,4,19,33.824707,-118.08535,2017-04-06,Yes,Yes,Pond,"El Dorado Regional Park ponds, Long Beach, Ca 90808","Long Beach Parks, Recreation, and Marine","Long Beach Parks, Recreation, and Marine",No,"UPDATE 11/6/2017: For two consecutive weeks of sampling, lab results indicate toxins levels are below threshold. Signs have been removed.",caution,"Northern pond near Sycamore Grove, in El Dorado East Regional Park",2017-04-18,"Observation, Analytical",TRUE,Historical,>90 days
1519,4,19,33.816028,-118.0851,2017-04-06,Yes,Yes,Lake,"Lake in El Dorado East Regional Park, near Wardlow Rd","Long Beach Parks, Recreation, and Marine","Long Beach Parks, Recreation, and Marine",No,"UPDATE 11/6/2017: For two consecutive weeks of sampling, lab results indicate toxins levels are below threshold. Signs have been removed.",caution,"Lake near Wardlow Rd, in El Dorado East Regional Park",2017-04-18,Observation,TRUE,Historical,>90 days
1520,4,19,33.812871,-118.08438,2017-04-06,Yes,No,Lake,Horseshoe Lake near Spring St.,"Long Beach Parks, Recreation, and Marine","Long Beach Parks, Recreation, and Marine",No,"UPDATE 11/6/2017: For two consecutive weeks of sampling, lab results indicate toxins levels are below threshold. Signs have been removed.",caution,"Horseshoe Lake in Park, near Spring St.",2017-04-18,Observation,TRUE,Historical,>90 days
1521,2,1,37.668858,-121.83874,2017-01-24,Yes,No,Lake,Shadow Cliffs Lake,East Bay Regional Parks District,East Bay Regional Parks District,Yes,"UPDATE 04/06/2017 No visual indicators of bloom, and signs removed. Bloom resolved. 01/24/2017 Routine monitoring indicated visual bloom occurring near shoreline, but no microcystins detected.",for current sign see 2017 bloom #1544,Shadow Cliffs Lake,2017-01-24,"Visual, Analytical",TRUE,Historical,>90 days
1522,2,1,37.726948,-122.11221,2017-01-01,Yes,No,Lake,Lake Chabot,East Bay Regional Parks District,East Bay Regional Parks District,Yes,UPDATE 12/28/2017: Cyanobacteria bloom persisting; visible from marina all the way to the dam. Lake is open. Caution signs remain posted. Bloom started in 2016 (report # 1427) and continues into 2017.,caution,Lake Chabot (Alameda Co),2017-12-28,"Visual, Analytical",TRUE,Historical,>90 days
1523,4,19,33.819115,-118.08389,2017-04-11,Yes,Yes,Lake,"South pond near Wardlow Rd., in El Dorado East Regional Park","Long Beach Parks, Recreation, and Marine","Long Beach Parks, Recreation, and Marine",No,"UPDATE 11/6/2017: For two consecutive weeks of sampling, lab results indicate toxins levels are below threshold. Signs have been removed.",caution,"Lake near Wardlow Rd/Arbor Day Grove, in El Dorado East Regional Park",2017-04-18,"Observation, Analytical",TRUE,Historical,>90 days
1524,8,33,33.672408,-117.36903,2017-03-29,Yes,No,Lake,Lake Elsinore,City of Lake Elsinore,City of Lake Elsinore,No,"UPDATE 9/29/2017: Lab results for samples collected on 9/6/2017 indicate high levels of microcystin at La Laguna Beach, La Laguna Boat Ramp, Elm Grove Beach. Results were 311 ug/L, 355 ug/L and 43 ug/L, respectively. All exceed the DANGER advisory level of 20 ug/L. DANGER signs are posted at these locations. City of Elsinore staff conducted monitoring 9/21/2017. Lab results are pending. Update 8/30/17: Danger level recommendation remains in place.",danger,Lake Elsinore,2017-09-29,"Observation, Analytical",TRUE,Historical,>90 days
1525,2,1,37.586436,-121.70371,2017-04-14,Yes,No,Lake,Lake del Valle,Department of Water Resources,East Bay Regional Parks District,Yes,"UPDATE 8/29/17: Bloom dissipated, lake fully open and caution signs removed. No visible cyanobacteria observed and toxin last detected June 13, 2017. Routine monitoring by Parks staff continues.Continuation of bloom observed in 2016. On June 13, 2017 Anatoxin-a was detected at the boat launch. Previously, park was closed Jan-April due to flooding, and re-opened on April 15. Caution signs posted.",none,Lake del Valle,2017-07-21,Observation,TRUE,Historical,>90 days
1526,3,40,35.4654,-120.667,2017-04-19,No,Yes,Lake,Atascadero Lake,"Nick Debar, Public Works Director",TBD,No,"Water Board staff observed and sampled bloom.  Bloom is primarily visible as scum along edge of lake and is exclusively Dolichospermum. Analytical results show low but detectable levels of microcystin, anatoxin-a, and saxitoxin.  Staff spoke with Public Works Director and recommended posting of Caution signs based on detections of anatoxin-a.  Staff provided information and web links to thresholds, signage, and decision tree.",in progress,Atascadero Lake,2017-04-20,Analytical Test,TRUE,Historical,>90 days
1527,2,21,37.882895,-122.51889,2017-04-30,No,No,Estuary,Richardson Bay,Marin County Department of Public Works,TBD,Yes,"UPDATE 5/16/2017: No bloom observed on 5/3/2017, bloom considered resolved.Bloom observed 5/1/2017; looks like a common filamentous algae, brown in color, fairly thick and consistent mat (high percent cover), but over a small area (75ft x 50 ft).",none,"Richardson Bay, at Coyote Creek outlet",2017-04-30,Observation,TRUE,Historical,>90 days
1528,4,19,34.042966,-118.68431,2017-05-10,Yes,Yes,River,"Malibu Creek, upstream of Cross Creek Rd",TBD,Malibu Creek State Park,Yes,UPDATE 5/24/17: Recommend removing signs. Harmful algal bloom no longer present in area based on field observations & lab analysis. UPDATE: Caution signs distributed near residential area with access to creek.On 5/10/17 local citizens observed a dense algal bloom in Malibu Creek at Cross Creek Rd. continuing in patches upstream about 1.4 miles. After swimming for a survey they reported skin rash and stomach distress. Local public health dept. has been notified and Water Boards is coordinating site investigation.,caution,"Malibu Creek, north of Cross Creek Rd",2017-05-10,Observation,TRUE,Historical,>90 days
